date,AAPL,AMZN,CVX,DIS,F,GOOG,JNJ,JPM,UL,XOM
2024-10-10,,,0.0,0.00645,0.2732,,0.06791428571428572,,-0.074,0.26171666666666665
2024-10-11,,,-0.013600000000000001,,,,0.14701999999999998,0.16818333333333332,-0.08785000000000001,0.103775
2024-10-12,,,0.0,0.0,0.5106,,0.6369,0.09470000000000002,,0.0
2024-10-13,0.253075,,0.259975,,0.22735,,0.0,,,-0.1366
2024-10-14,0.2034269230769231,0.3539692307692308,,0.3131333333333333,0.2068,0.13694705882352942,0.136,0.22639230769230767,-0.3601,0.10115
2024-10-15,0.16312608695652173,0.114288,0.47402500000000003,-0.28595,0.1981375,0.08252499999999999,0.07648214285714285,0.1245695652173913,,0.1797
2024-10-16,0.09756296296296298,0.2110384615384615,0.23322500000000002,0.1587777777777778,0.0,0.23226666666666665,0.044866666666666666,0.044033333333333334,,0.21820000000000003
2024-10-17,0.061455,0.2861826086956522,0.2023,-0.0252875,-0.05135,0.11806842105263159,0.3825,0.0866611111111111,0.0,0.366
